x,y,Cell type,CD4 intensity
43.25,525.75,Epithelium,0.533312
62.75,529.75,Epithelium,0.567312
7.5,531.5,Epithelium,0.399496
19.0,529.75,Epithelium,0.565499
30.0,533.25,Epithelium,0.494754
46.5,534.75,Epithelium,0.436192
4.75,539.5,Epithelium,0.45325
40.25,534.0,Epithelium,0.479911
53.0,535.0,Epithelium,0.454944
60.0,536.25,Epithelium,0.342004
35.25,537.25,Epithelium,0.572296
16.5,537.25,Epithelium,0.576652
42.75,538.75,Epithelium,0.465307
68.5,538.75,Epithelium,0.436696
60.5,543.0,Epithelium,0.327386
36.0,542.0,Epithelium,0.475428
53.25,543.5,Epithelium,0.392583
46.25,544.5,Epithelium,0.508625
23.75,543.5,Epithelium,0.396704
14.75,547.0,Epithelium,0.477426
31.25,548.5,Epithelium,0.522972
69.25,547.5,Epithelium,0.393698
19.25,553.75,Epithelium,0.5613
53.75,557.75,Epithelium,0.675522
66.25,556.5,Epithelium,0.554265
9.75,560.0,Epithelium,0.434951
60.5,559.5,Epithelium,0.612549
43.0,560.25,Epithelium,0.438132
69.75,558.5,Epithelium,0.437256
64.5,565.0,Epithelium,0.54582
47.5,569.0,Epithelium,0.387796
38.25,566.0,Epithelium,0.52808
56.0,570.5,Epithelium,0.585579
6.5,570.5,Epithelium,0.60047
35.25,572.75,Epithelium,0.394632
27.25,570.5,Epithelium,0.482366
40.25,573.5,Epithelium,0.359786
66.25,573.75,Epithelium,0.56724
51.25,574.25,Epithelium,0.541308
71.75,577.75,Epithelium,0.50954
30.75,580.75,Epithelium,0.629438
42.25,582.5,Epithelium,0.423337
51.25,584.75,Epithelium,0.566207
61.75,583.5,Epithelium,0.498498
27.25,588.25,Epithelium,0.415586
5.0,588.5,Epithelium,0.495114
13.5,586.75,Epithelium,0.546086
37.25,588.5,Epithelium,0.450952
42.0,592.75,Epithelium,0.488078
57.25,590.75,Epithelium,0.471292
14.0,595.75,Epithelium,0.58673
8.75,599.5,Epithelium,0.685683
27.0,599.25,Epithelium,0.353171
69.25,600.25,Epithelium,0.48082
32.75,607.25,Epithelium,0.435861
68.25,609.75,Epithelium,0.404632
44.5,608.75,Epithelium,0.765997
10.0,612.0,Epithelium,0.592295
51.75,613.75,Epithelium,0.459369
3.75,613.0,Epithelium,0.453364
17.25,614.25,Epithelium,0.390023
25.75,616.0,Epithelium,0.519203
70.75,619.5,Epithelium,0.425365
34.5,620.0,Epithelium,0.539948
63.0,618.0,Epithelium,0.644164
3.0,623.0,Epithelium,2.08207
62.75,625.75,Epithelium,0.487961
49.75,626.0,Epithelium,0.795256
19.0,626.25,Epithelium,0.547947
26.5,627.25,Epithelium,0.473166
74.0,626.75,Epithelium,0.646621
13.25,626.0,Epithelium,0.69955
6.5,627.0,Epithelium,2.78798
31.75,632.0,Epithelium,0.480055
3.75,634.5,Epithelium,0.881451
69.5,637.5,Epithelium,0.66996
38.75,636.5,Epithelium,0.778653
18.75,638.25,Epithelium,0.641744
57.0,638.0,Epithelium,0.952949
10.75,643.25,Epithelium,0.651438
27.0,643.25,Epithelium,0.832036
33.25,644.0,Epithelium,0.734063
37.25,648.75,Epithelium,0.72093
0.75,648.5,Epithelium,0.63224
59.5,647.75,Epithelium,0.635232
23.5,651.5,Epithelium,0.809125
48.25,648.75,Epithelium,0.564324
6.5,655.25,Epithelium,0.41791
55.75,663.25,Epithelium,0.882279
43.75,657.5,Epithelium,0.517783
34.25,661.25,Epithelium,0.555881
24.5,664.75,Epithelium,0.529088
44.0,666.0,Epithelium,0.684779
16.0,666.5,Epithelium,0.605283
64.75,666.5,Epithelium,1.224322
31.75,670.5,Epithelium,0.501383
63.0,673.5,Epithelium,0.757943
57.5,676.0,Epithelium,0.667292
40.75,673.0,Epithelium,0.445852
71.0,674.25,Epithelium,1.175512
20.75,677.75,Epithelium,0.577838
2.5,682.25,Epithelium,0.82561
13.75,683.0,Epithelium,0.670546
25.0,685.75,Epithelium,0.728067
10.0,690.75,Epithelium,0.763186
23.0,784.75,Epithelium,0.725973
47.25,791.75,Epithelium,1.472618
68.25,792.25,Epithelium,0.339979
62.75,795.75,Epithelium,0.572434
33.75,796.5,Epithelium,0.902182
57.25,801.75,Epithelium,1.117846
48.0,800.25,Epithelium,1.637299
20.5,798.0,Epithelium,1.075823
72.0,801.5,Epithelium,0.595709
26.25,800.0,Epithelium,0.76511
36.5,805.75,Epithelium,1.004362
19.75,805.75,Epithelium,1.332584
67.25,804.5,Epithelium,0.579133
26.75,807.25,Epithelium,1.006247
70.0,816.75,Epithelium,0.641043
33.0,814.75,Epithelium,0.837381
4.75,811.25,Epithelium,0.981508
20.25,813.25,Epithelium,1.014067
57.0,816.0,Epithelium,0.890874
4.5,818.75,Epithelium,0.659798
212.0,419.0,Epithelium,0.481635
121.75,420.25,Epithelium,0.585619
327.0,419.5,Epithelium,1.769233
465.5,421.0,Epithelium,0.639871
455.25,421.5,Epithelium,0.555405
175.25,421.5,Epithelium,0.406579
75.0,422.5,Epithelium,1.259865
154.75,423.5,Epithelium,0.433864
335.25,422.5,Epithelium,0.630417
219.25,419.75,Epithelium,0.847762
112.0,423.5,Epithelium,0.630919
146.5,422.5,Epithelium,0.595194
443.75,424.25,Epithelium,0.510317
377.5,427.25,Epithelium,0.4439
388.5,426.0,Epithelium,0.388414
433.5,425.25,Epithelium,0.607742
217.75,432.75,Epithelium,0.741002
323.0,425.5,Epithelium,1.290529
238.75,429.0,Epithelium,0.52416
422.75,428.25,Epithelium,0.691809
188.5,428.25,Epithelium,0.40045
353.75,429.5,Epithelium,1.592463
179.25,431.0,Epithelium,0.407237
226.5,430.0,Epithelium,1.064679
332.5,429.25,Epithelium,0.779763
149.0,430.0,Epithelium,0.483419
305.5,427.75,Epithelium,0.67328
248.0,429.5,Epithelium,3.259696
208.75,430.5,Epithelium,0.51227
293.25,430.75,Epithelium,0.696141
201.5,430.5,Epithelium,0.440849
320.5,431.0,Epithelium,0.984823
362.0,433.5,Epithelium,0.891534
112.0,433.0,Epithelium,0.853318
260.75,432.0,Epithelium,0.78336
328.0,433.0,Epithelium,0.728921
147.0,435.75,Epithelium,0.335485
252.5,437.5,Epithelium,1.329846
457.25,435.5,Epithelium,0.427617
138.0,436.0,Epithelium,0.497324
211.75,434.25,Epithelium,0.718088
429.25,435.75,Epithelium,0.469533
307.5,437.25,Epithelium,1.057001
320.0,435.75,Epithelium,1.510517
443.25,434.5,Epithelium,0.423066
435.75,435.75,Epithelium,0.374848
200.75,439.5,Epithelium,0.585439
410.5,440.5,Epithelium,0.44374
130.25,440.5,Epithelium,0.546932
374.25,439.75,Epithelium,0.57984
209.5,440.75,Epithelium,0.582507
244.5,439.25,Epithelium,0.95771
331.0,440.25,Epithelium,0.902348
112.0,440.75,Epithelium,0.599189
259.75,442.5,Epithelium,0.79511
193.25,441.75,Epithelium,0.413736
293.25,441.5,Epithelium,0.645242
322.5,441.25,Epithelium,1.708848
120.25,443.0,Epithelium,0.520918
155.25,441.25,Epithelium,0.734683
444.5,442.0,Epithelium,0.452009
357.5,441.75,Epithelium,0.661097
418.5,443.25,Epithelium,0.390821
349.0,443.75,Epithelium,1.146787
425.0,445.0,Epithelium,0.635306
281.5,444.75,Epithelium,0.544057
236.25,448.75,Epithelium,0.818633
289.75,445.0,Epithelium,0.605546
433.25,445.5,Epithelium,0.380575
76.25,447.5,Epithelium,0.333325
158.75,447.5,Epithelium,1.124923
367.5,448.5,Epithelium,0.452891
375.0,449.5,Epithelium,0.652124
444.0,450.25,Epithelium,0.430349
299.25,449.75,Epithelium,0.976803
328.5,450.5,Epithelium,1.093585
451.75,452.0,Epithelium,0.498778
471.0,450.75,Epithelium,1.383708
223.25,454.25,Epithelium,0.681001
143.75,450.5,Epithelium,0.852361
288.0,451.75,Epithelium,0.711558
193.75,453.0,Epithelium,0.484931
342.5,453.5,Epithelium,0.427968
350.25,458.75,Epithelium,0.669217
147.0,457.25,Epithelium,0.841298
280.75,454.75,Epithelium,0.423691
162.0,455.0,Epithelium,0.823279
253.75,455.25,Epithelium,0.738778
442.75,455.25,Epithelium,0.685621
211.75,455.75,Epithelium,0.466347
293.75,455.75,Epithelium,0.651819
372.0,457.0,Epithelium,0.438428
139.5,455.25,Epithelium,0.75075
432.25,459.0,Epithelium,0.95562
202.5,454.0,Epithelium,0.308022
322.5,456.0,Epithelium,1.490457
231.0,458.0,Epithelium,0.591206
420.0,456.25,Epithelium,0.915316
156.5,457.75,Epithelium,0.776162
306.0,462.5,Epithelium,0.787768
135.75,460.75,Epithelium,0.941723
364.25,463.75,Epithelium,0.527119
184.25,461.5,Epithelium,0.412845
200.5,465.25,Epithelium,0.382775
457.0,465.0,Epithelium,0.661235
224.75,464.0,Epithelium,0.464672
235.5,463.5,Epithelium,0.457279
281.75,464.0,Epithelium,0.500026
250.0,466.0,Epithelium,0.546725
272.75,463.0,Epithelium,0.816219
444.0,464.5,Epithelium,0.596081
295.25,468.25,Epithelium,0.668092
129.75,467.25,Epithelium,0.544311
158.25,467.75,Epithelium,0.588727
231.0,469.25,Epithelium,0.472882
284.75,468.25,Epithelium,0.545804
337.5,468.25,Epithelium,0.968417
424.5,470.25,Epithelium,0.436374
442.25,469.75,Epithelium,0.721486
191.0,470.25,Epithelium,0.368742
322.25,468.75,Epithelium,0.722471
331.25,470.75,Epithelium,1.311513
149.0,471.0,Epithelium,0.55957
276.75,473.0,Epithelium,0.817191
181.75,471.5,Epithelium,0.495265
309.0,476.5,Epithelium,0.705305
351.25,473.0,Epithelium,0.852894
267.75,472.5,Epithelium,0.388772
137.75,471.75,Epithelium,0.705861
187.25,473.0,Epithelium,0.365851
450.25,471.75,Epithelium,0.684465
247.75,477.0,Epithelium,0.823906
210.5,472.0,Epithelium,0.427605
204.5,476.25,Epithelium,0.499793
286.25,478.25,Epithelium,0.711736
417.0,477.25,Epithelium,1.126903
455.25,478.5,Epithelium,0.767805
324.75,477.75,Epithelium,0.77792
406.75,477.5,Epithelium,1.310849
211.75,481.0,Epithelium,0.495639
359.25,478.25,Epithelium,0.561234
348.0,482.25,Epithelium,0.778078
436.25,483.5,Epithelium,0.533252
446.5,481.5,Epithelium,0.626592
147.0,480.5,Epithelium,0.508456
184.25,480.0,Epithelium,0.405873
139.25,481.25,Epithelium,0.800725
331.0,481.0,Epithelium,1.057907
425.0,482.75,Epithelium,0.587533
339.0,484.0,Epithelium,0.903175
169.75,486.75,Epithelium,0.854227
328.0,487.25,Epithelium,0.755749
92.75,484.5,Epithelium,0.879456
223.75,484.0,Epithelium,0.479409
276.5,488.25,Epithelium,0.69046
283.25,485.75,Epithelium,0.727595
457.5,491.25,Epithelium,0.633055
246.0,488.75,Epithelium,0.666064
410.0,485.75,Epithelium,1.106645
301.25,489.0,Epithelium,0.617857
83.5,486.5,Epithelium,0.438838
182.25,486.75,Epithelium,0.494069
420.5,488.75,Epithelium,0.859177
195.25,487.0,Epithelium,0.379525
205.25,489.5,Epithelium,0.386756
99.75,489.25,Epithelium,0.627635
110.5,489.5,Epithelium,1.187015
215.75,489.75,Epithelium,0.575119
312.0,491.25,Epithelium,0.596541
187.0,490.5,Epithelium,0.435533
221.75,493.0,Epithelium,0.514871
82.25,491.75,Epithelium,0.384119
406.0,492.75,Epithelium,0.90155
74.75,495.0,Epithelium,0.495338
89.75,495.25,Epithelium,0.482219
229.75,494.0,Epithelium,0.39955
447.0,495.25,Epithelium,0.521186
174.5,495.0,Epithelium,0.526735
212.75,495.75,Epithelium,0.395361
271.25,496.5,Epithelium,0.828186
416.25,496.25,Epithelium,0.866739
192.75,498.0,Epithelium,0.428269
242.25,501.25,Epithelium,0.564618
97.0,499.0,Epithelium,0.531175
107.0,497.5,Epithelium,0.454499
184.25,497.5,Epithelium,0.504803
82.75,500.0,Epithelium,0.460142
204.0,504.0,Epithelium,0.427061
222.5,504.0,Epithelium,0.757244
213.5,503.25,Epithelium,0.495479
401.0,501.25,Epithelium,0.995502
418.0,501.75,Epithelium,0.95175
101.75,503.75,Epithelium,0.54322
293.0,505.5,Epithelium,0.728203
410.5,506.0,Epithelium,0.625818
110.5,504.5,Epithelium,0.537687
425.0,501.75,Epithelium,0.815502
280.5,501.75,Epithelium,0.702276
77.5,504.5,Epithelium,0.65405
436.75,504.25,Epithelium,0.706614
156.25,505.75,Epithelium,1.281566
176.75,503.5,Epithelium,0.504625
272.25,506.5,Epithelium,0.527666
184.75,504.75,Epithelium,0.428634
392.75,510.0,Epithelium,0.997231
92.0,507.0,Epithelium,0.462411
232.75,510.75,Epithelium,0.427434
145.75,508.75,Epithelium,0.732434
281.0,509.75,Epithelium,0.440873
421.5,510.5,Epithelium,0.45835
112.75,510.25,Epithelium,0.435787
83.0,513.0,Epithelium,0.495499
124.0,510.75,Epithelium,0.561709
169.25,511.25,Epithelium,0.430629
176.75,512.5,Epithelium,0.308038
440.75,511.5,Epithelium,0.617023
449.5,512.25,Epithelium,0.490731
185.0,512.25,Epithelium,0.290155
213.25,512.5,Epithelium,0.613045
474.0,513.5,Epithelium,0.438112
249.75,515.0,Epithelium,0.596983
432.0,517.0,Epithelium,0.692527
127.0,518.0,Epithelium,0.739443
201.5,520.0,Epithelium,0.391171
76.0,521.0,Epithelium,0.548343
93.5,518.0,Epithelium,0.440789
112.5,519.0,Epithelium,0.398848
217.75,521.25,Epithelium,0.454392
294.25,518.0,Epithelium,0.391684
441.0,520.0,Epithelium,0.549812
192.25,519.75,Epithelium,0.372756
448.0,523.0,Epithelium,0.591851
140.0,523.5,Epithelium,0.968558
397.75,522.25,Epithelium,0.798559
422.0,520.0,Epithelium,0.424213
211.0,521.5,Epithelium,0.474149
226.5,523.0,Epithelium,0.490532
116.0,523.0,Epithelium,0.437582
282.25,522.75,Epithelium,0.448087
245.25,526.5,Epithelium,0.866416
424.5,524.0,Epithelium,0.484641
275.25,525.5,Epithelium,0.447211
93.5,527.0,Epithelium,0.527463
126.5,525.0,Epithelium,1.197761
289.75,526.5,Epithelium,0.316147
435.5,528.5,Epithelium,0.548044
163.5,525.5,Epithelium,0.620065
133.5,525.25,Epithelium,1.078211
183.25,526.25,Epithelium,0.426483
173.25,529.5,Epithelium,0.482995
415.5,528.5,Epithelium,0.685274
129.75,528.75,Epithelium,0.836905
384.25,531.75,Epithelium,1.231121
204.5,531.75,Epithelium,0.417304
214.25,530.0,Epithelium,0.79521
160.0,530.5,Epithelium,0.593842
110.25,532.5,Epithelium,0.464407
248.0,535.5,Epithelium,1.232226
395.25,532.5,Epithelium,0.952763
88.25,534.75,Epithelium,0.464706
143.0,532.5,Epithelium,1.201723
120.75,536.75,Epithelium,0.738009
231.5,532.75,Epithelium,0.554258
179.75,538.5,Epithelium,0.739955
444.75,534.25,Epithelium,0.648142
278.25,537.5,Epithelium,0.467818
405.25,537.25,Epithelium,0.724292
79.75,537.5,Epithelium,0.602582
130.75,537.5,Epithelium,0.970679
161.25,541.25,Epithelium,1.072613
233.0,542.25,Epithelium,0.64354
112.5,540.75,Epithelium,0.601494
149.75,539.0,Epithelium,1.591318
96.75,539.25,Epithelium,0.474253
208.25,540.0,Epithelium,0.537591
376.25,542.5,Epithelium,2.71635
394.5,541.25,Epithelium,1.336352
104.5,541.5,Epithelium,0.477154
215.75,543.0,Epithelium,0.333343
173.0,542.25,Epithelium,1.004754
419.0,543.75,Epithelium,0.369361
188.25,545.0,Epithelium,0.450122
399.25,544.0,Epithelium,0.863021
411.5,544.75,Epithelium,0.546207
428.0,544.5,Epithelium,0.650955
244.75,545.5,Epithelium,0.980737
127.5,548.0,Epithelium,1.880969
200.25,547.75,Epithelium,0.485951
81.75,549.0,Epithelium,0.65587
151.5,548.25,Epithelium,1.680073
98.0,549.0,Epithelium,0.48731
164.75,548.0,Epithelium,0.993119
401.75,552.5,Epithelium,0.906764
227.25,551.0,Epithelium,0.578849
387.25,550.0,Epithelium,1.463564
111.25,549.75,Epithelium,0.525709
239.5,551.75,Epithelium,0.607058
428.25,551.0,Epithelium,0.610044
466.0,552.75,Epithelium,0.496173
105.0,551.25,Epithelium,0.46483
117.5,555.25,Epithelium,1.235688
174.5,552.25,Epithelium,1.257553
245.75,557.75,Epithelium,0.629996
216.75,553.25,Epithelium,0.609006
182.5,556.5,Epithelium,1.039155
167.25,556.0,Epithelium,1.021772
232.25,559.0,Epithelium,0.606297
212.5,557.75,Epithelium,0.751357
152.5,560.0,Epithelium,0.865601
413.75,559.25,Epithelium,0.434894
94.5,560.5,Epithelium,0.891516
202.0,562.25,Epithelium,0.773231
424.25,561.75,Epithelium,0.580996
463.0,564.0,Epithelium,0.456792
76.25,564.5,Epithelium,0.453937
170.75,561.5,Epithelium,0.856309
211.25,565.0,Epithelium,0.721807
85.5,562.25,Epithelium,0.694627
109.0,563.5,Epithelium,0.835014
139.5,566.0,Epithelium,0.52323
195.25,562.5,Epithelium,0.674125
389.5,563.0,Epithelium,0.986803
187.5,564.5,Epithelium,0.875182
284.75,565.75,Epithelium,0.371995
99.25,567.75,Epithelium,0.973183
295.25,568.0,Epithelium,0.628221
399.0,567.5,Epithelium,0.706995
414.5,567.0,Epithelium,0.546567
172.5,571.0,Epithelium,0.719
149.5,570.5,Epithelium,0.64028
219.5,572.5,Epithelium,0.941088
303.5,571.0,Epithelium,1.194949
192.5,572.25,Epithelium,0.529327
245.25,571.5,Epithelium,0.654391
92.5,569.0,Epithelium,0.77279
232.75,569.5,Epithelium,0.747811
121.0,570.75,Epithelium,0.800508
420.25,574.5,Epithelium,0.721793
87.25,571.5,Epithelium,0.400154
284.0,575.0,Epithelium,0.586062
116.5,576.25,Epithelium,0.493156
209.0,577.5,Epithelium,0.560233
252.75,577.75,Epithelium,0.644834
82.0,574.75,Epithelium,0.77285
105.25,575.5,Epithelium,0.802467
467.5,575.0,Epithelium,0.713692
183.0,574.25,Epithelium,0.567536
274.0,576.5,Epithelium,0.391573
406.5,579.0,Epithelium,0.560656
231.75,578.75,Epithelium,0.592518
94.25,578.25,Epithelium,0.672149
167.75,578.5,Epithelium,0.803712
301.0,579.25,Epithelium,0.865894
310.25,576.75,Epithelium,1.262619
125.75,580.0,Epithelium,0.471739
293.75,579.0,Epithelium,0.40111
313.5,580.5,Epithelium,0.901891
449.75,583.0,Epithelium,0.60268
261.25,581.75,Epithelium,0.799358
276.5,584.25,Epithelium,0.636118
183.25,586.0,Epithelium,0.477694
287.25,585.0,Epithelium,0.525698
434.5,584.0,Epithelium,0.499074
87.5,586.5,Epithelium,0.780929
419.0,585.0,Epithelium,0.644438
76.0,588.5,Epithelium,0.766735
110.25,586.5,Epithelium,0.425593
296.0,587.75,Epithelium,1.199894
317.25,586.5,Epithelium,1.203101
459.25,586.5,Epithelium,0.57067
92.25,588.75,Epithelium,0.653496
197.75,586.75,Epithelium,1.115304
309.25,586.25,Epithelium,0.99474
440.75,585.5,Epithelium,0.455746
241.25,588.5,Epithelium,0.656313
412.5,592.0,Epithelium,0.54971
281.25,590.0,Epithelium,1.201734
140.75,587.75,Epithelium,0.665049
149.75,588.5,Epithelium,0.811922
163.0,591.5,Epithelium,0.671919
231.5,589.0,Epithelium,0.639319
261.25,589.25,Epithelium,0.435612
252.25,592.0,Epithelium,0.720833
446.0,591.25,Epithelium,0.673513
473.75,592.0,Epithelium,0.725074
117.5,592.5,Epithelium,0.251635
465.0,592.25,Epithelium,0.514787
309.5,593.25,Epithelium,1.109422
440.5,593.75,Epithelium,0.904074
426.25,594.0,Epithelium,0.759094
129.75,595.0,Epithelium,0.611376
302.75,593.75,Epithelium,0.801917
174.75,595.25,Epithelium,0.498396
228.5,601.5,Epithelium,0.768759
262.0,597.5,Epithelium,0.872138
320.0,595.5,Epithelium,0.982415
81.0,599.0,Epithelium,0.845493
141.75,599.5,Epithelium,0.837767
92.0,598.25,Epithelium,0.874903
239.5,599.25,Epithelium,0.696524
459.0,598.25,Epithelium,0.550421
152.5,601.75,Epithelium,0.783955
442.5,602.5,Epithelium,0.756127
431.5,599.25,Epithelium,0.945174
251.25,601.5,Epithelium,0.841713
305.5,602.25,Epithelium,0.98856
320.0,603.5,Epithelium,0.859602
424.25,603.5,Epithelium,0.625212
468.5,602.75,Epithelium,0.562879
86.0,604.0,Epithelium,0.625263
120.75,603.0,Epithelium,0.524384
76.75,606.75,Epithelium,0.364708
257.0,608.25,Epithelium,0.932551
92.5,607.0,Epithelium,1.069271
106.5,607.0,Epithelium,0.889404
130.25,607.0,Epithelium,1.383075
168.25,605.75,Epithelium,0.573525
434.75,608.0,Epithelium,0.603419
461.25,606.0,Epithelium,0.567738
235.5,607.0,Epithelium,1.286205
351.5,607.75,Epithelium,0.607101
243.5,608.0,Epithelium,1.510917
423.25,609.5,Epithelium,0.455491
318.25,610.5,Epithelium,1.053112
120.25,610.5,Epithelium,1.169004
306.5,611.25,Epithelium,0.996919
332.75,613.5,Epithelium,1.592831
110.25,613.25,Epithelium,1.140634
342.25,610.5,Epithelium,0.830328
135.5,613.0,Epithelium,0.658396
272.25,616.75,Epithelium,0.749054
427.0,613.75,Epithelium,0.579767
461.5,614.5,Epithelium,0.66923
469.25,613.25,Epithelium,0.474851
264.25,612.5,Epithelium,1.07577
153.5,616.5,Epithelium,0.824082
166.75,617.25,Epithelium,0.468502
222.0,614.75,Epithelium,1.32937
239.5,616.25,Epithelium,0.895845
176.5,615.75,Epithelium,0.598408
295.75,620.0,Epithelium,0.895895
444.25,617.25,Epithelium,0.674373
455.5,616.0,Epithelium,0.582402
312.25,620.25,Epithelium,0.604318
324.0,619.25,Epithelium,0.922123
365.0,616.0,Epithelium,1.156239
79.25,618.25,Epithelium,0.378616
121.25,617.75,Epithelium,0.888378
283.25,617.25,Epithelium,0.595464
433.5,619.75,Epithelium,0.570852
92.5,620.0,Epithelium,0.662606
101.5,621.25,Epithelium,0.697324
262.75,620.0,Epithelium,0.568168
84.0,620.25,Epithelium,0.749923
127.5,620.25,Epithelium,0.69618
231.75,620.25,Epithelium,1.385048
453.5,623.0,Epithelium,0.614231
141.25,621.75,Epithelium,0.776694
185.0,625.0,Epithelium,0.316152
467.75,622.5,Epithelium,0.444331
461.0,623.0,Epithelium,0.475256
178.5,623.75,Epithelium,0.431698
241.75,624.75,Epithelium,0.473064
260.0,627.25,Epithelium,0.705642
350.0,625.5,Epithelium,0.788453
158.5,623.25,Epithelium,0.507738
217.25,625.25,Epithelium,0.474782
366.75,627.0,Epithelium,1.363249
472.25,625.5,Epithelium,0.478879
86.75,628.5,Epithelium,0.684253
115.75,628.25,Epithelium,0.566063
132.25,630.25,Epithelium,0.624289
167.5,628.0,Epithelium,0.297743
271.0,629.5,Epithelium,1.255744
334.25,631.5,Epithelium,0.701493
243.0,631.0,Epithelium,0.340844
159.25,629.5,Epithelium,0.388432
295.75,632.75,Epithelium,0.910047
322.0,633.25,Epithelium,0.571629
150.25,633.25,Epithelium,0.429035
291.25,636.25,Epithelium,0.939869
345.5,631.75,Epithelium,0.685279
445.75,631.75,Epithelium,0.836107
279.5,635.0,Epithelium,0.518077
459.75,633.25,Epithelium,0.691196
102.0,635.25,Epithelium,0.833455
303.5,633.0,Epithelium,0.756008
83.0,637.5,Epithelium,0.776229
235.5,636.0,Epithelium,0.314648
179.25,635.25,Epithelium,0.443041
214.25,636.25,Epithelium,0.373111
159.25,636.25,Epithelium,0.57722
266.75,639.75,Epithelium,0.977492
167.75,637.75,Epithelium,0.476535
368.75,638.75,Epithelium,1.565522
467.75,638.0,Epithelium,0.513209
113.25,638.25,Epithelium,0.443986
154.25,640.5,Epithelium,0.849236
247.0,639.75,Epithelium,0.29329
300.0,639.25,Epithelium,0.951146
257.25,639.25,Epithelium,1.236621
358.25,640.5,Epithelium,0.888387
347.0,640.75,Epithelium,0.699668
95.5,643.75,Epithelium,0.68344
161.0,642.5,Epithelium,1.053516
457.5,643.0,Epithelium,0.57237
124.5,645.0,Epithelium,0.415324
474.25,644.25,Epithelium,0.462507
322.0,646.75,Epithelium,0.422317
188.0,646.25,Epithelium,0.441496
234.5,645.25,Epithelium,0.360308
281.25,644.75,Epithelium,0.460059
304.75,646.25,Epithelium,0.658617
339.0,645.75,Epithelium,0.547241
144.25,644.0,Epithelium,0.644456
112.0,648.75,Epithelium,0.453177
153.0,646.0,Epithelium,1.272909
102.25,645.75,Epithelium,0.846104
195.75,645.75,Epithelium,0.544836
289.75,650.0,Epithelium,0.639589
84.75,646.5,Epithelium,0.787389
331.0,647.75,Epithelium,0.754745
449.75,649.0,Epithelium,0.704845
137.25,650.75,Epithelium,0.788959
261.0,650.5,Epithelium,2.110637
466.0,648.5,Epithelium,0.504446
281.25,651.5,Epithelium,0.310626
364.75,650.25,Epithelium,1.336132
385.0,649.0,Epithelium,1.554832
185.0,650.75,Epithelium,0.404804
241.75,650.25,Epithelium,0.363406
441.25,649.25,Epithelium,0.446479
105.75,650.75,Epithelium,0.524106
223.0,650.75,Epithelium,0.406655
85.25,654.0,Epithelium,0.418788
251.0,651.0,Epithelium,0.255275
299.5,652.75,Epithelium,0.63442
370.5,652.0,Epithelium,1.561261
314.75,652.25,Epithelium,0.593855
96.25,653.25,Epithelium,0.685105
458.0,653.5,Epithelium,0.880659
322.75,656.0,Epithelium,0.652234
200.75,656.25,Epithelium,1.183397
188.25,658.75,Epithelium,0.667311
338.5,656.5,Epithelium,0.593233
447.25,655.25,Epithelium,0.566973
463.0,657.0,Epithelium,0.481726
104.75,659.75,Epithelium,0.552176
315.25,658.0,Epithelium,0.458616
388.75,658.0,Epithelium,1.004306
349.0,657.75,Epithelium,0.796178
379.0,659.5,Epithelium,1.309968
397.5,658.75,Epithelium,0.936649
93.5,660.0,Epithelium,0.551486
129.75,659.0,Epithelium,0.947158
306.75,659.5,Epithelium,0.442711
135.25,662.75,Epithelium,0.861406
220.75,661.75,Epithelium,0.532477
356.75,662.25,Epithelium,0.815067
124.0,660.0,Epithelium,0.677205
260.5,662.25,Epithelium,0.300495
250.25,659.75,Epithelium,0.443273
338.0,662.25,Epithelium,0.691344
327.5,662.0,Epithelium,0.47461
367.5,662.5,Epithelium,1.069259
115.0,661.75,Epithelium,0.566669
446.75,662.75,Epithelium,0.495141
279.0,665.75,Epithelium,0.441683
466.0,664.5,Epithelium,0.39053
213.0,664.0,Epithelium,1.488298
241.75,664.0,Epithelium,0.432445
121.25,666.75,Epithelium,0.805283
204.75,666.0,Epithelium,1.083873
389.0,667.25,Epithelium,1.144268
250.0,667.25,Epithelium,0.3336
295.0,666.75,Epithelium,0.449727
187.0,666.25,Epithelium,0.737361
315.0,666.5,Epithelium,0.479283
445.25,670.25,Epithelium,0.603104
89.0,671.5,Epithelium,0.805436
350.5,667.25,Epithelium,0.742553
112.75,667.75,Epithelium,0.678324
226.25,668.0,Epithelium,0.450308
372.75,669.5,Epithelium,0.793232
77.75,667.5,Epithelium,1.14676
128.5,669.75,Epithelium,0.756129
472.25,670.75,Epithelium,0.664804
193.0,671.5,Epithelium,0.874463
285.5,673.75,Epithelium,0.551426
379.75,674.25,Epithelium,0.591593
456.75,673.0,Epithelium,0.790977
243.75,673.5,Epithelium,0.330685
256.5,672.25,Epithelium,0.352484
304.0,672.5,Epithelium,0.563415
318.25,672.75,Epithelium,0.472254
231.75,675.25,Epithelium,0.377273
363.25,674.25,Epithelium,0.676743
78.75,676.0,Epithelium,1.045943
310.75,676.25,Epithelium,0.487854
352.75,675.5,Epithelium,0.664529
198.0,677.0,Epithelium,0.861931
212.75,676.25,Epithelium,0.49641
388.0,677.25,Epithelium,0.830713
441.25,677.25,Epithelium,0.699391
273.75,676.5,Epithelium,0.368735
430.5,677.5,Epithelium,0.729443
317.5,680.25,Epithelium,0.456309
223.0,679.0,Epithelium,0.544624
296.25,680.5,Epithelium,0.603574
239.75,678.25,Epithelium,0.364284
402.25,683.5,Epithelium,0.864486
